income,expenses,debts,savings
49049,42304,18029,4942
57241,16616,11560,39469
66253,45327,9503,19975
44998,33647,8524,10498
72799,32832,12908,38676
17963,40066,7099,0
61396,24330,24711,34594
37407,39541,3076,0
70584,26232,12746,43077
52130,15250,15534,35326
39906,20022,11123,18771
59942,35670,16060,22666
63397,20545,11001,41751
59628,46100,22650,11263
34554,41892,9405,0
42739,43334,3243,0
49938,31247,8507,17840
49381,32578,16932,15109
61246,18062,14410,41743
19776,39957,18760,0
55014,33798,17508,19465
45650,35673,11818,8795
37422,46883,12554,0
38862,23940,13073,13614
46781,28738,24421,15600
-4016,33266,18454,0
39480,20645,24458,16389
36862,28124,19203,6817
57991,34929,14682,21593
37917,26745,9903,10181
46773,43089,16007,2083
73134,14890,14695,56774
64915,41227,14531,22234
63534,36611,13954,25527
42501,24311,4737,17716
58145,20755,21304,35259
46491,9197,14747,35819
47058,22048,7928,24217
56145,40471,17408,13933
41045,29439,10720,10534
72395,41629,17810,28985
47598,23801,19408,21856
59275,37071,20098,20194
71834,22825,14195,47589
65474,20344,12931,43836
28866,28928,11872,0
56673,23350,11387,32184
62760,14571,14913,46697
63377,28176,13953,33805
33300,31064,10873,1148
40144,42683,9281,0
64918,39368,14456,24104
38573,42199,12829,0
45504,37203,9293,7371
73638,33326,19152,38396
49283,17710,23860,29187
39098,31498,19812,5618
36835,35967,11399,0
54990,44574,14748,8941
30002,36862,22702,0
46289,42403,9131,2972
54998,19680,18912,33426
69487,26735,7759,41976
60013,34293,23420,23378
39289,41609,12848,0
67676,28547,26145,36514
45507,29175,23640,13968
31464,36871,14467,0
47419,18741,11402,27537
71572,46074,15973,23900
52478,21208,14099,29860
50187,10814,12992,38073
74558,30100,6709,43787
28529,46984,12427,0
30716,35864,9447,0
25762,37510,17758,0
55589,30413,19955,23180
52497,28476,18703,22150
73141,14550,16711,56919
53652,7406,10735,45172
43937,31962,16027,10372
50026,43125,18963,5004
51765,33441,12068,17117
24923,36235,15594,0
90654,45837,14272,43389
57798,33287,23311,22179
53150,28773,19257,22451
59227,21814,18045,35608
60641,50222,6416,9777
47891,35265,15864,11039
40531,20563,14224,18545
58991,18288,14181,39284
55785,42530,7182,12536
37851,19625,9561,17269
71285,48538,14659,21281
54400,2435,20571,49907
60947,44225,12047,15517
70878,34868,13000,34710
50328,31185,23905,16752
54754,28245,13515,25157
62150,48907,14356,11807
39127,37070,14423,614
50810,20967,8272,29015
51883,12810,17858,37287
35659,31772,11735,2713
84764,29989,14849,53290
28890,14801,17221,12366
30528,29446,24712,0
69713,24260,8411,44611
60698,30092,19324,28673
34610,37259,19343,0
59109,44926,11808,13002
72017,39088,17997,31129
49546,22785,23217,24439
88982,33689,11175,54175
24139,30631,16207,0
60407,16678,17024,42026
67497,33982,17670,31748
63370,48566,18846,12919
46934,30324,15831,15026
45643,14058,17567,29828
56662,30302,10442,25315
62236,17862,15820,42792
59037,38636,12618,19139
65600,35248,8850,29467
34716,28290,12454,5180
46583,26688,16347,18260
35899,27877,17178,6304
44208,30082,8657,13260
65228,22277,10311,41919
51619,16122,18623,33634
89102,41386,17540,45962
52901,26145,19435,24812
50895,31670,21839,17041
51592,32852,17689,16971
40432,33220,12925,5919
49132,18261,15574,29313
66916,13241,23299,51345
51709,24113,28822,24713
38098,33957,17315,2409
36123,22720,17677,11635
43246,26450,18628,14933
51107,51272,15118,0
67903,11545,20819,54276
29892,22449,20040,5439
45202,48966,16771,0
52164,29554,13409,21269
22494,22940,7396,0
37496,41687,18662,0
39801,30552,16064,7642
38060,26516,11311,10412
52878,31923,9350,20020
47591,23418,18307,22342
41670,19825,6993,21145
56419,28864,16498,25905
75846,19890,19217,54034
74588,30106,17749,42707
21158,33544,13046,0
58656,38530,8753,19250
47329,41279,17935,4256
52327,25942,21002,24284
44025,34994,12136,7817
51763,34925,17534,15084
52271,33278,22907,16702
41315,25205,16694,14440
36554,19719,13015,15533
43269,35020,20204,6228
53513,12931,11312,39450
58984,27321,8509,30812
62800,4463,19061,56430
42587,16635,12969,24655
54257,21228,13417,31687
64437,40967,11865,22283
67483,36881,12635,29338
49117,24460,22015,22455
46686,37293,23312,7061
52866,38876,23974,11592
32754,28393,20450,2316
47095,16156,17331,29205
61168,27920,7838,32464
59629,29021,14062,29201
45945,17675,25783,25691
53265,33670,12821,18312
37630,32798,22570,2575
60552,34450,15275,24574
48832,32789,1609,15882
45860,37298,18202,6741
44574,28206,21331,14234
49056,32017,14755,15563
43281,26022,21165,15142
59872,24155,6660,35051
44070,43382,8072,0
73894,9562,16024,62729
71978,38767,17385,31472
36626,23794,21782,10653
51045,22499,18194,26726
40240,32615,9031,6721
45100,15103,16065,28390
80036,21839,18003,56396
45386,21508,5628,23315
55403,27786,14781,26138
58119,21958,13322,34828
34990,46011,11726,0
37173,47970,17493,0
31909,9780,9251,21203
36710,35443,17084,0
7249,38586,17797,0
58168,35429,20418,20697
80812,23418,9382,56455
52217,27559,7473,23910
28755,22517,16394,4598
40358,25797,13568,13204
43116,17900,29513,22264
34736,28852,17292,4154
62902,14971,15290,46402
62153,27998,14135,32741
32668,17514,8909,14263
60876,32068,17819,27026
72902,23205,14604,48236
78538,32905,14608,44172
92978,40815,15472,50615
36470,45894,16106,0
92363,4719,6303,87013
44686,21658,19185,21109
41113,26969,10767,13067
54906,34603,14309,18872
41269,13496,21429,25630
55985,20179,23897,33416
30198,31303,6497,0
46418,30848,15151,14054
69283,33776,16364,33870
49144,34436,7462,13961
52123,33385,19012,16836
57128,31936,15581,23633
67559,30557,15970,35405
25171,36647,10412,0
58767,7606,17064,49454
45977,45443,19191,0
52499,7955,15636,42980
65899,19208,12430,45448
32087,27732,12819,3073
34810,36726,16101,0
20968,47,15243,19396
41762,29718,19524,10091
69956,37923,12598,30773
48191,39945,8908,7355
29898,23026,16796,5192
42714,26991,12612,14461
27682,23838,18918,1952
33122,26073,15037,5545
55832,19681,18274,34323
32391,21107,9928,10291
66689,34343,15716,30774
48933,31316,11503,16466
51283,34915,8898,15478
45824,32140,10694,12614
61592,37043,12277,23321
61747,38782,21223,20842
55025,12582,12145,41228
58471,21456,8642,36150
46818,27686,15657,17566
58133,29773,15145,26845
44931,23299,12539,20378
50033,39120,14193,9493
45880,49799,19881,0
43141,31861,18353,9444
39663,30843,17921,7027
57015,38494,9081,17612
69659,11341,29432,55374
67566,30284,20256,35256
31151,39790,17585,0
69338,23568,9178,44852
45227,17734,19738,25519
59010,28141,12494,29619
36406,29393,14028,5610
52129,20913,6596,30556
54705,50961,8792,2864
27730,25213,17192,797
59124,18463,20031,38657
70189,29063,18424,39283
47380,39078,18254,6476
70402,30174,14676,38760
47154,34855,12966,11002
62743,21284,16444,39814
16721,44876,19107,0
86281,35617,15024,49161
72431,40477,21051,29848
45730,33651,13924,10686
20418,38248,10098,0
54320,21269,14948,31556
28341,25085,15529,1703
56672,43464,14589,11749
56173,45597,21403,8435
35878,18529,19026,15446
66814,32497,7845,33532
62083,25690,22671,34125
64637,23029,1292,41478
50132,32848,25755,14708
28767,41409,13563,0
64668,34516,14052,28746
45944,26804,14699,17670
29153,35148,16926,0
70280,26400,14998,42380
81491,34121,14333,45936
49381,43964,21544,3262
82386,9228,17827,71375
51369,37972,10205,12376
44293,14609,18703,27813
40543,42283,17620,0
74556,23629,12273,49699
38297,17823,18960,18578
61029,36952,14212,22655
41612,33641,13891,6581
43095,20008,13755,21711
65453,17470,2859,47697
44299,28125,12366,14937
43928,17959,18565,24112
66992,19385,14887,46118
73960,31156,8574,41946
59670,20341,19823,37346
40178,34265,13506,4562
42340,44901,8892,0
51198,28514,26030,20081
54813,31301,9734,22538
35182,50180,19397,0
60845,18123,11153,41606
51282,41912,15679,7802
24264,40708,10489,0
36066,38543,8803,0
42438,42917,17611,0
48907,32805,17026,14399
78339,24170,20723,52096
53572,40945,14828,11144
37388,41328,26101,0
53309,41053,16341,10621
44718,30445,17833,12489
54871,22838,8207,31212
58708,31913,11929,25602
68138,39422,17598,26956
49635,40243,14578,7934
74584,25703,15938,47287
63620,33153,10917,29375
39388,16912,15609,20915
83147,39849,15592,41738
54904,22166,9097,31828
37473,37852,18212,0
74793,18506,6499,55637
81166,40314,15921,39259
49504,33218,23827,13903
42445,22186,18402,18418
47414,36913,18371,8663
60720,24096,10512,35572
69167,37495,23845,29287
58557,27258,21883,29110
51525,12789,10782,37657
72470,20175,12626,51032
45307,25695,21273,17484
65463,43681,23980,19384
45679,39011,8676,5800
56465,46238,9981,9228
48296,46536,14281,331
49162,24652,4144,24095
44339,28115,15095,14714
70172,25887,20928,42192
39006,23284,7806,14941
38896,11585,15635,25747
81814,29852,12091,50752
64667,17144,23199,45203
14223,29658,12151,0
41521,51157,22594,0
22820,24906,12012,0
35739,31947,18855,1906
2922,39066,16259,0
47945,32802,14308,13712
32870,32924,11047,0
50898,26375,16615,22861
25623,27681,12797,0
51243,20399,11551,29688
43776,38460,22363,3079
72529,12585,17737,58170
71170,39710,18218,29638
61780,15963,13042,44512
45100,39626,14070,4067
79780,26461,13757,51943
26704,17681,16686,7354
28946,35792,18209,0
48743,39287,14848,7971
83810,25619,11036,57087
46964,37206,18802,7877
47251,7149,15167,38585
28371,16794,7795,10797
64188,42924,4323,20831
64297,27763,16489,34885
61836,11377,10852,49373
40561,23011,17155,15834
39399,20765,11121,17521
30603,28340,15665,696
51258,26292,13107,23655
33793,31789,23759,0
32338,29305,19751,1057
43644,43597,21736,0
42662,34245,15120,6905
41930,34576,19111,5442
56996,41651,15458,13799
51185,26112,22347,22838
45677,17381,14637,26832
52745,42069,8012,9874
35127,31358,5006,3268
51579,31393,23341,17851
52259,23666,17392,26853
27454,23831,17721,1850
64935,38467,22448,24223
36778,39846,6741,0
51354,37838,13206,12195
67466,37929,13819,28155
63885,35690,18711,26323
50515,31315,11536,18046
44562,28246,8993,15416
64212,42103,8948,21214
60120,26262,20747,31783
40724,33699,11287,5896
38076,21959,12239,14893
18914,23407,18172,0
52310,27638,11505,23521
48759,21960,6475,26151
67042,37978,7091,28354
55385,16519,14715,37394
70013,30992,17486,37272
39539,31325,13988,6815
67072,11892,17152,53464
42066,25589,6935,15783
61663,32556,7273,28379
28118,34287,26269,0
53527,27956,21163,23454
20229,36768,18844,0
45992,28906,11701,15915
56605,30136,13809,25088
42185,32516,14991,8169
34243,39269,21571,0
62691,23242,17013,37747
48448,25131,17629,21554
42656,23311,14161,17928
50628,26678,18963,22053
89550,44262,16511,43636
67302,35727,15220,30053
67438,18689,11284,47620
56533,23995,14432,31094
52497,33727,9602,17809
14058,20934,14799,0
39815,22746,15444,15524
42791,43449,2977,0
21876,23866,13848,0
32638,39546,9120,0
20287,42553,17493,0
49425,22665,18185,24941
62281,21100,12868,39894
66601,27238,17745,37588
56221,19113,17955,35312
35549,31210,13851,2953
21019,27943,22671,0
23646,33605,11374,0
30965,43969,22356,0
36667,38174,13874,0
47603,34892,10783,11632
34787,10339,13242,23123
55084,34433,9503,19700
46515,47226,18922,0
50158,-105,6986,49564
67103,36893,21948,28015
32296,28406,10320,2858
56280,21502,19183,32859
49790,38011,15121,10266
44997,47097,16354,0
63278,37752,12049,24321
63185,26288,16764,35220
35802,20565,15674,13669
47267,31446,7710,15050
54218,38731,10187,14468
45904,26129,12295,18545
58775,27096,11225,30556
54217,58220,21264,0
77488,40786,15035,35198
27045,41501,11106,0
48163,15397,12546,31511
36372,22928,12477,12196
59061,30746,13559,26959
25742,19988,9623,4791
55194,46003,10930,8098
40549,44103,18833,0
38987,24664,15926,12730
28302,47839,14238,0
43023,29957,15013,11564
66267,55893,14772,8896
49622,31446,13954,16780
59415,35761,17585,21895
74969,43999,17215,29248
53956,42776,7141,10465
41618,35107,14342,5076
57008,28588,7470,27673
41835,35141,18177,4876
42433,21838,18838,18711
27201,31521,11946,0
63893,18906,14416,43545
44209,12191,4442,31573
52731,30504,19863,20240
34460,42622,18548,0
56539,39258,20750,15206
38570,29180,22432,7146
47874,47469,8879,0
63167,24309,19440,36914
61861,10821,22396,48800
49669,8178,7527,40738
23478,18188,14143,3875
94892,38166,13182,55407
76187,23651,19277,50608
60840,34609,3030,25928
38701,46462,24079,0
48296,18999,14437,27853
41848,34784,19580,5106
68957,35389,14698,32098
53937,21392,17460,30799
38237,43542,3392,0
42938,27122,13075,14508
66817,26162,19238,38731
74001,51116,16443,21240
72924,35227,6815,37015
61355,39252,15307,20572
46210,43548,10906,1571
1377,23495,10472,0
54457,42498,7396,11219
49972,24981,18093,23181
52099,24553,20565,25489
50808,27280,25600,20968
30106,23779,7629,5564
58361,38221,18836,18256
59483,32672,19165,24894
60235,25087,12097,33938
64198,36745,10412,26411
59060,27248,9571,30854
43849,26719,12363,15893
48937,30486,16013,16849
51366,34634,21800,14552
51615,33898,20526,15664
64973,26367,6922,37913
59655,38471,11055,20078
81160,27776,21498,51234
83097,23450,11344,58512
51194,15319,14715,34403
-7549,39831,6473,0
68552,30123,20765,36352
41894,32108,5436,9242
37977,40458,6785,0
44023,25225,20254,16772
43300,16256,24600,24584
59184,30697,13546,27132
26608,33079,14765,0
33834,27371,19541,4508
55147,44737,16447,8765
59344,5138,13133,52892
59623,41200,12572,17165
38194,37911,7166,0
35326,34567,16164,0
42400,-3359,14540,44305
53598,42838,12810,9479
72282,19735,9990,51548
19288,24923,10497,0
46689,28294,18091,16585
30009,34074,19408,0
25216,36394,13364,0
64504,38928,12837,24292
58169,38158,10731,18937
56741,32529,19684,22243
63815,34159,15154,28140
42804,19092,16839,22028
43510,22489,16792,19341
82785,38954,13461,42484
46301,38372,9173,7011
61026,37237,10019,22787
50095,24855,20639,23176
22276,39104,11371,0
19330,18387,12948,0
41315,40773,9328,0
65841,27391,8919,37558
61824,46841,11154,13867
63711,14785,23442,46581
35194,47634,18290,0
74238,26385,12366,46616
35526,26205,20414,7279
53192,31948,14238,19820
49844,23029,21771,24637
47391,29276,26058,15509
70078,22623,20140,45441
39423,22989,15472,14886
29755,34868,18496,0
50299,20984,15075,27807
44002,22318,5820,21102
100660,16272,11726,83215
60147,24960,10242,34162
43859,43116,11616,0
34158,21540,23968,10221
21795,22683,20610,0
34621,31939,17204,961
51724,26292,19061,23525
71409,52281,5539,18574
66825,28374,18640,36587
53436,33352,19698,18114
45152,39437,3801,5334
54032,39245,18826,12904
42220,32332,7879,9100
75775,28388,5149,46872
47162,50240,21631,0
48704,29002,9964,18705
16762,25583,11420,0
47068,23541,19948,21532
62547,12731,13473,48468
33984,38216,14099,0
38739,6519,13989,30821
61890,29942,16737,30274
27850,27951,13868,0
65867,52399,15570,11911
42017,11683,12482,29085
44171,20988,16759,21507
33141,28639,16569,2845
55670,28024,24489,25197
86898,24504,13093,61084
61722,29190,14079,31124
37035,17404,16194,18011
67034,33571,19822,31480
45249,6785,9542,37509
70617,29742,15517,39323
62100,23996,2460,37858
5852,40162,13642,0
34938,47553,20363,0
64165,26689,11369,36339
52274,43907,15884,6778
34643,26838,12355,6569
40496,20338,10702,19087
21406,47459,19857,0
48674,35207,9773,12489
83160,30044,16464,51469
62074,36871,16541,23548
82856,32742,10741,49039
63235,29307,15778,32350
65412,16735,10325,47644
79611,27294,17608,50556
55658,36232,8425,18583
47191,28772,13301,17088
65489,39023,13736,25092
71807,33836,20564,35914
42800,21218,15700,20012
39176,16808,19775,20390
52082,28428,17773,21876
62472,24757,17741,35940
61971,33363,13340,27274
28637,22818,20104,3808
78674,23846,13219,53506
40382,40530,6350,0
46024,31482,13926,13149
36460,22972,17267,11761
90474,30176,6966,59601
53631,43789,10574,8784
37235,32937,8847,3413
62958,35929,18933,25135
61537,22477,23364,36723
47184,40264,13951,5524
62609,53181,17657,7662
37620,22085,17527,13782
42606,18181,22768,22148
19846,31755,11737,0
30140,38755,13900,0
77114,29086,13296,46698
74621,19467,15376,53616
50986,28914,27521,19319
74943,35980,15154,37447
47598,25929,10726,20596
46348,36072,9227,9353
50847,41647,21263,7073
48126,32402,10703,14653
46772,29720,18317,15220
67150,38293,11601,27696
52252,21438,8666,29947
60687,20452,18025,38432
65470,27334,11846,36951
55822,25081,17127,29028
35445,21966,17496,11729
29707,48304,17731,0
52231,51719,13659,0
47431,26462,18430,19126
51310,30917,10387,19354
49759,28121,2729,21365
88753,41074,18534,45825
30046,43056,15827,0
20150,12227,11949,6728
54985,34760,7644,19460
44353,16931,4817,26940
54741,47582,15258,5633
58758,34402,23243,22031
69261,21766,14307,46064
27391,27586,13193,0
41649,27110,14878,13051
56431,35251,25896,18590
61556,40419,18759,19261
82901,18517,10332,63350
64335,48387,15140,14434
49148,46056,16662,1425
36643,21246,9718,14425
41535,30728,18795,8927
41109,47108,10910,0
59828,42329,7445,16754
53854,26632,15380,25684
30145,38143,14589,0
43461,59971,14994,0
63163,31051,11176,30994
55274,23673,11874,30413
58529,31724,20642,24740
55743,32465,17205,21557
74396,24754,10216,48620
53540,34416,5246,18599
44209,17455,10427,25711
36263,23344,15786,11340
53744,37582,11840,14978
13389,12451,11451,0
47235,39031,12054,6998
46912,9880,14636,35568
29532,12686,18923,14953
36076,25010,14997,9566
62144,32868,15309,27745
53460,43252,13875,8820
51526,30576,12503,19699
54595,27534,19471,25113
51389,35795,18712,13722
68642,21291,25226,44828
51851,31394,18052,18651
28126,18005,12507,8870
74451,30825,10476,42578
55555,28701,19764,24877
41161,21957,10925,18111
31198,31650,19048,0
55938,31585,11200,23233
48242,41754,16745,4813
73612,13943,9701,58698
44811,29239,18899,13682
37439,22397,8831,14158
63436,38697,16364,23102
63879,37539,14010,24939
52529,35078,15509,15900
60145,22961,13020,35882
49434,38854,12903,9289
53507,14698,15773,37231
67474,12646,9989,53829
59379,17241,9959,41142
47460,29665,13207,16474
70285,36751,13012,32232
14527,239,9973,13290
80781,43227,19621,35591
24410,31311,13327,0
40593,14322,13866,24884
49386,31009,8362,17540
47802,40925,25358,4341
65096,35994,27135,26388
34132,40990,11098,0
53911,16337,21130,35461
41326,25859,14540,14013
54427,20753,23018,31372
49028,47175,16681,184
51394,36393,15498,13451
41751,58470,2503,0
42349,25323,10606,15965
54309,22753,15102,30045
64155,28571,15993,33984
41025,43783,8925,0
36968,26338,11356,9494
59201,31244,17767,26180
49512,30966,8083,17737
62457,30394,15668,30496
36413,23476,21189,10818
23308,28627,16927,0
42004,28198,16677,12138
38504,29924,4899,8090
48818,39435,10890,8294
40447,47606,25271,0
61115,21595,12004,38319
45677,26080,21322,17464
52257,21749,11945,29313
52364,31871,13610,19132
52924,24616,17577,26550
49638,32397,15503,15690
57659,41036,16907,14932
38065,4741,10908,32233
70991,34917,9318,35142
46451,25398,10570,19996
30326,34604,12338,0
52821,21035,13853,30400
37232,41962,20186,0
59980,39132,15436,19304
83144,35683,17422,45718
38201,37932,15708,0
54985,22543,9422,31499
23667,23803,15086,0
56808,37524,15653,17718
36714,22322,18799,12512
40627,44456,9657,0
33480,26764,4797,6236
60982,35018,15881,24375
65109,50992,16769,12440
50350,22937,14103,26002
37033,30687,15140,4832
73842,40541,19393,31361
38743,39512,12705,0
17569,26721,13606,0
56875,24832,15395,30503
33428,27668,8900,4870
64829,44478,14240,18927
44282,27208,14681,15605
59055,30781,23185,25955
71022,25732,13509,43939
31867,37055,16000,0
41510,31555,19593,7995
48864,19965,10812,27817
73063,20311,21878,50564
40124,10013,23819,27729
41082,21686,14855,17910
57172,37939,12302,18002
41341,43237,23135,0
52287,36855,18978,13534
26726,35546,15409,0
83214,28734,22134,52266
29784,37749,21604,0
45173,32862,13318,10979
49512,48044,16243,0
78690,29015,17883,47886
30127,43430,15143,0
79755,38741,8045,40209
61357,37354,10308,22972
56256,9885,8208,45550
35230,39291,17464,0
58567,28724,9078,28935
39147,25560,15962,11990
68999,15170,24159,51413
35434,29944,22138,3276
48302,30335,5812,17385
41670,16969,8606,23840
35187,15267,11117,18808
61119,34866,9154,25337
58031,38717,6730,18641
68135,31902,14945,34738
23301,41508,18525,0
65962,29136,19770,34849
87581,29456,12627,56862
43225,20829,13640,21032
78427,14397,16778,62352
46052,48546,14457,0
29413,41312,19053,0
45415,16074,17151,27625
65723,31557,13118,32854
37427,28999,5716,7856
40994,27260,22495,11484
58903,25909,11569,31837
50045,33812,16787,14554
58769,38181,5417,20046
53567,34023,14943,18049
57194,28794,15501,26849
43515,28427,15743,13513
53475,39368,30068,11100
36089,34634,11844,270
69326,30726,19103,36689
40485,29640,17616,9083
66932,33452,11606,32319
46495,25316,19028,19276
53029,38215,14178,13396
42575,19241,19376,21396
34760,25885,24804,6394
23828,36111,15753,0
34170,18671,13594,14139
45141,14269,20257,28846
53178,30630,21983,20349
65155,13035,10583,51061
43313,17011,12735,25028
36770,37565,18377,0
28359,27952,14339,0
57200,42854,10228,13323
70747,17951,17703,51025
68994,29060,18357,38098
60648,33995,13328,25320
59578,18294,15306,39753
75464,40317,12117,33935
54981,35106,9523,18922
59691,13907,12514,44532
45188,29622,15369,14029
29569,33859,7624,0
39742,24099,12879,14355
49862,15201,15439,33117
50911,32784,20973,16029
78894,52112,13437,25438
51219,26130,8770,24212
67682,45692,13951,20594
43473,22477,12167,19779
45324,32155,17760,11393
30064,37715,13310,0
38865,29915,1447,8805
57904,27022,33458,27536
50113,37261,15711,11280
64144,48914,15445,13685
52718,33005,7292,18983
44713,24839,7677,19106
82224,28102,14540,52668
48591,55197,16680,0
67445,31349,18510,34245
43981,24055,16187,18307
60643,18549,9070,41187
63920,11740,2477,51932
53127,33635,14498,18042
14682,36546,12330,0
50273,26033,8687,23371
68456,29850,19140,36692
57912,18295,7122,38904
56687,31329,18084,23549
24166,34814,7949,0
39193,24648,15670,12978
56170,46904,19669,7299
56155,21628,13310,33196
68220,32834,23449,33041
47826,38483,24589,6884
56087,29227,16185,25241
50245,28115,17706,20359
35195,15711,20303,17453
16163,43573,17722,0
56465,28301,17186,26445
52609,35373,12379,15998
40727,36727,6563,3343
25712,23717,8049,1190
59446,28024,26911,28730
46011,43344,16612,1005
58353,18828,13771,38147
77960,51279,21316,24549
17878,22551,11252,0
39505,18204,17915,19509
46859,31323,15385,13997
71822,52083,17300,18009
25453,10890,13317,13231
79037,28589,10176,49430
52037,34762,10885,16186
48559,30336,11080,17115
47029,33819,14985,11711
43456,22819,7219,19915
65721,24002,8762,40842
33972,28515,15677,3889
55181,18701,14361,35043
44237,29553,15951,13088
38567,26112,14774,10977
88789,25299,27594,60730
56285,33205,15633,21516
59198,11793,13104,46094
67066,27709,15505,37806
28679,53173,20099,0
76284,19138,14751,55670
12365,42855,18423,0
38468,30546,16980,6224
43114,23970,13547,17789
58725,16793,15554,40376
53280,31396,22994,19584
47497,44533,16215,1342
49820,26107,10069,22706
35329,29190,13402,4798
27541,40103,4428,0
60897,33408,15686,25920
60405,14277,21560,43972
73767,30988,8292,41949
38149,45122,15748,0
60392,29630,19927,28769
45744,2585,20455,41113
67857,33882,21399,31835
65329,28015,5658,36748
53168,11709,17524,39706
44907,13207,7472,30952
64413,39751,10008,23661
59703,22676,19105,35116
39733,20925,15790,17229
30083,29643,18631,0
45672,23557,10354,21079
72731,31000,22368,39494
67197,27972,18441,37380
33315,18000,19446,13370
32483,24888,9599,6635
69120,34427,20857,32607
32965,30419,13419,1204
57639,29180,11943,27264
40758,49373,18127,0
74255,37310,17916,35153
38443,38524,10765,0
67150,28340,25281,36281
52772,32201,24071,18163
53782,25689,18025,26290
20445,37775,17152,0
16956,28896,16648,0
46691,32223,7250,13743
53703,31606,15564,20540
33122,29818,15497,1754
33669,59381,12119,0
58422,23333,13453,33743
58442,23242,3093,34890
47933,36940,9513,10041
61703,24048,19609,35694
32386,27085,23655,2935
44660,19135,10283,24496
74718,34915,15914,38211
51024,35042,20491,13932
51894,26848,12398,23806
84589,37148,18381,45602
29009,11418,14831,16107
61946,22931,20952,36919
74959,28300,8587,45800
45127,18277,9477,25902
62894,12512,16397,48742
35269,26921,15481,6799
39699,36940,14718,1287
55774,42821,17879,11165
61978,24527,10346,36416
66814,37332,8152,28666
73544,36365,12499,35929
48988,42186,13058,5496
67904,26498,13581,40047
44865,12014,21345,30716
63531,30701,18852,30944
53112,19862,17666,31483
56685,22764,16109,32310
56352,26987,12829,28082
25929,26610,10730,0
33138,31415,9014,821
51538,37031,11527,13354
24690,26322,14785,0
62468,33956,9225,27589
63073,30148,15847,31340
54907,39354,14027,14150
33182,28114,13013,3766
70702,29210,20807,39411
80558,26255,2696,54033
52206,28377,13081,22520
57658,22165,3237,35169
53026,21174,16192,30232
57955,37757,18810,18317
48206,19167,8244,28214
49481,26808,8884,21784
63585,40153,6508,22781
85184,26472,15318,57180
28998,38287,13296,0
48442,24089,13606,22992
32293,19488,13160,11489
73880,14051,10132,58815
41183,43127,20659,0
28351,18631,16361,8083
59572,37471,9076,21193
76164,20000,11497,55014
59953,43173,10639,15716
53071,52067,22029,0
56137,13134,18556,41147
71222,19152,14367,50633
36887,37731,23536,0
48322,35130,22260,10966
43209,37769,13846,4055
32482,24262,12947,6925
45074,49875,13188,0
66615,31180,10236,34411
58499,17830,23669,38302
59664,27468,9967,31199
52197,17964,19341,32298
57849,45909,18452,10094
37991,23396,13475,13247
45357,34924,24050,8028
52880,25293,7204,26866
54162,23846,14601,28855
54802,10897,12554,42649
47924,35981,19802,9962
44338,42991,16767,0
97366,20840,6363,75889
63601,14547,21197,46934
56197,38033,17427,16421
46501,13537,9822,31981
43231,42195,13251,0
48037,20956,8500,26231
54392,18967,14145,34010
21793,32484,15750,0
26459,19618,13326,5508
40446,22928,12747,16243
53107,33539,6936,18874
46410,5708,16686,39033
72171,46424,5377,25209
27764,30436,15155,0
38729,17070,6004,21058
72801,19827,15252,51448
51966,39916,14969,10553
63272,36010,17016,25560
80768,43867,19311,34969
39592,23172,20237,14396
48510,32965,6949,14850
45913,34265,14708,10177
20681,36952,25054,0
45344,41272,15595,2512
63215,22827,10843,39303
58108,28858,14601,27789
59286,23898,13081,34079
44367,29473,9117,13982
40158,36984,19345,1239
69038,13459,17921,53786
42540,41093,8327,614
54411,18608,14533,34349
52450,26926,12167,24307
71925,42439,6992,28786
64571,33280,7925,30498
30571,33395,8670,0
32186,18193,14707,12522
58683,19559,12710,37853
49034,39412,10204,8601
43172,24108,13040,17760
65234,25050,18737,38310
52811,39639,16783,11493
50786,19500,20009,29285
61697,32692,13858,27619
44373,30429,23012,11642
73527,29973,16740,41880
38179,24815,12555,12108
59853,24201,15464,34105
71507,19216,8759,51415
29340,34826,13469,0
44849,23318,17149,19816
67133,39687,18058,25640
67358,27754,12949,38309
47427,19415,28669,25145
38979,27621,14138,9944
64339,25891,6608,37787
67753,40091,21066,25555
32530,26309,18035,4417
31941,27237,16158,3088
53378,44115,12675,7995
59440,35082,16966,22661
45513,46627,23095,0
60189,42590,16008,15998
39347,21128,7649,17454
18279,39899,-2266,0
43641,45253,16922,0
50948,45328,10070,4613
45862,39880,14501,4531
32620,39675,10954,0
22765,26973,10595,0
42288,21626,11173,19544
63464,26477,11625,35824
68842,13352,18881,53601
67815,43427,17868,22601
37761,27167,8960,9698
32694,42913,9641,0
57449,17685,16895,38074
59526,40826,20262,16673
56002,25051,20185,28932
19789,17156,9985,1634
36996,46271,19946,0
49554,41073,6118,7869
57308,32117,13985,23792
61509,30339,17435,29426
52163,34395,4605,17307
54961,31946,25464,20468
51272,22077,21633,27031
60284,25879,18235,32581
54692,49607,10174,4067
50986,56721,14659,0
45974,45626,18952,0
51219,34782,9386,15498
57268,26622,14097,29236
54012,22018,19551,30038
55712,22677,7527,32282
70140,24467,16662,44006
53977,51511,6226,1843
40265,48062,10280,0
63254,37462,12477,24544
29507,20393,17567,7357
33778,38930,11496,0
55037,27613,15627,25861
57745,8469,11563,48119
31324,32871,12346,0
44257,21580,21253,20551
40908,21919,9248,18064
42699,27495,18795,13324
